,0,1,2,3,4,5,6
0,0.0,-0.08,0.135,-0.345,-0.16,-0.15,0.2
1,0.003,-0.08,0.135,-0.345,-0.16,-0.15,0.2
2,0.006,-0.08,0.135,-0.345,-0.16,-0.15,0.2
3,0.008,-0.08,0.135,-0.345,-0.16,-0.15,0.2
4,0.011000000000000001,-0.08,0.135,-0.345,-0.16,-0.15,0.2
5,0.013999999999999999,-0.08,0.135,-0.345,-0.16,-0.15,0.2
6,0.017,-0.08,0.135,-0.345,-0.16,-0.15,0.2
7,0.019,-0.08,0.135,-0.345,-0.16,-0.15,0.2
8,0.022000000000000002,-0.075,0.135,-0.33,-0.15,-0.145,0.2
9,0.025,-0.075,0.145,-0.32,-0.145,-0.135,0.215
10,0.027999999999999997,-0.09,0.155,-0.32,-0.17,-0.11,0.235
11,0.031,-0.065,0.175,-0.325,-0.18,-0.08,0.24
12,0.033,-0.055,0.18,-0.33,-0.17,-0.04,0.24
13,0.036000000000000004,-0.05,0.175,-0.325,-0.15,0.0,0.245
14,0.039,-0.05,0.165,-0.315,-0.16,0.125,0.265
15,0.042,-0.065,0.145,-0.305,-0.17,0.485,0.335
16,0.044000000000000004,-0.07,0.145,-0.3,-0.185,0.925,0.46
17,0.047,-0.075,0.15,-0.315,-0.195,0.985,0.775
18,0.05,-0.08,0.15,-0.32,-0.185,0.625,1.03
19,0.053,-0.08,0.15,-0.315,-0.185,0.25,0.935
20,0.055999999999999994,-0.085,0.15,-0.3,-0.175,0.095,0.665
21,0.057999999999999996,-0.085,0.155,-0.29,-0.2,0.1,0.485
22,0.061,-0.095,0.155,-0.29,-0.19,0.12,0.445
23,0.064,-0.075,0.17,-0.295,-0.205,0.11,0.425
24,0.067,-0.07,0.175,-0.29,-0.195,0.08,0.395
25,0.069,-0.065,0.17,-0.295,-0.175,0.05,0.355
26,0.07200000000000001,-0.06,0.145,-0.285,-0.175,0.04,0.335
27,0.075,-0.07,0.14,-0.255,-0.19,0.035,0.33
28,0.078,-0.075,0.135,-0.23,-0.2,0.045,0.335
29,0.081,-0.075,0.15,-0.2,-0.215,0.06,0.3
30,0.083,-0.08,0.155,-0.195,-0.21,0.06,0.305
31,0.086,-0.075,0.145,-0.16,-0.21,0.045,0.26
32,0.08900000000000001,-0.07,0.14,-0.16,-0.19,0.015,0.235
33,0.092,-0.06,0.145,-0.165,-0.22,0.01,0.21
34,0.094,-0.065,0.17,-0.2,-0.225,0.0,0.195
35,0.09699999999999999,-0.055,0.185,-0.2,-0.245,0.0,0.165
36,0.1,-0.055,0.17,-0.21,-0.235,-0.02,0.165
37,0.10300000000000001,-0.05,0.17,-0.21,-0.215,-0.035,0.135
38,0.106,-0.05,0.15,-0.205,-0.225,-0.065,0.115
39,0.10800000000000001,-0.05,0.14,-0.21,-0.235,-0.075,0.11
40,0.111,-0.06,0.135,-0.21,-0.24,-0.11,0.11
41,0.114,-0.065,0.145,-0.22,-0.245,-0.145,0.105
42,0.11699999999999999,-0.065,0.145,-0.25,-0.225,-0.18,0.085
43,0.11900000000000001,-0.08,0.145,-0.25,-0.215,-0.225,0.065
44,0.122,-0.065,0.15,-0.25,-0.205,-0.27,0.035
45,0.125,-0.065,0.14,-0.26,-0.205,-0.31,0.04
46,0.128,-0.06,0.16,-0.265,-0.205,-0.38,0.03
47,0.131,-0.055,0.17,-0.275,-0.195,-0.455,0.02
48,0.133,-0.055,0.17,-0.305,-0.19,-0.51,-0.005
49,0.136,-0.05,0.17,-0.32,-0.175,-0.565,-0.02
50,0.139,-0.05,0.14,-0.33,-0.18,-0.62,-0.04
51,0.142,-0.065,0.14,-0.32,-0.18,-0.665,-0.03
52,0.14400000000000002,-0.065,0.13,-0.32,-0.2,-0.705,-0.035
53,0.147,-0.06,0.15,-0.315,-0.2,-0.75,-0.045
54,0.15,-0.05,0.155,-0.34,-0.185,-0.79,-0.07
55,0.153,-0.05,0.145,-0.35,-0.18,-0.83,-0.105
56,0.156,-0.045,0.15,-0.335,-0.175,-0.86,-0.15
57,0.158,-0.045,0.14,-0.32,-0.2,-0.88,-0.18
58,0.161,-0.05,0.15,-0.31,-0.2,-0.885,-0.22
59,0.16399999999999998,-0.05,0.17,-0.335,-0.205,-0.9,-0.255
60,0.16699999999999998,-0.05,0.175,-0.345,-0.205,-0.9,-0.3
61,0.16899999999999998,-0.045,0.165,-0.35,-0.2,-0.895,-0.33
62,0.172,-0.055,0.155,-0.35,-0.195,-0.885,-0.345
63,0.175,-0.05,0.14,-0.355,-0.215,-0.87,-0.37
64,0.17800000000000002,-0.065,0.14,-0.35,-0.215,-0.855,-0.385
65,0.18100000000000002,-0.08,0.14,-0.35,-0.22,-0.845,-0.405
66,0.183,-0.08,0.15,-0.37,-0.215,-0.825,-0.435
67,0.18600000000000003,-0.065,0.15,-0.36,-0.22,-0.82,-0.475
68,0.18899999999999997,-0.06,0.155,-0.345,-0.22,-0.8,-0.48
69,0.192,-0.055,0.16,-0.325,-0.22,-0.77,-0.5
70,0.19399999999999998,-0.05,0.175,-0.325,-0.22,-0.72,-0.51
71,0.19699999999999998,-0.05,0.195,-0.335,-0.23,-0.655,-0.535
72,0.2,-0.035,0.19,-0.37,-0.245,-0.61,-0.565
73,0.203,-0.02,0.185,-0.4,-0.235,-0.58,-0.58
74,0.20600000000000002,-0.015,0.175,-0.4,-0.23,-0.55,-0.565
75,0.20800000000000002,-0.02,0.175,-0.395,-0.23,-0.49,-0.53
76,0.21100000000000002,-0.015,0.18,-0.35,-0.24,-0.445,-0.485
77,0.214,-0.01,0.215,-0.21,-0.24,-0.38,-0.445
78,0.217,0.005,0.195,-0.01,-0.24,-0.345,-0.4
79,0.21899999999999997,0.015,0.195,0.245,-0.245,-0.31,-0.36
80,0.222,0.025,0.19,0.53,-0.25,-0.3,-0.305
81,0.225,0.035,0.195,0.85,-0.285,-0.27,-0.245
82,0.228,0.06,0.205,1.085,-0.315,-0.235,-0.18
83,0.231,0.075,0.23,1.065,-0.375,-0.225,-0.125
84,0.233,0.09,0.22,0.815,-0.4,-0.215,-0.085
85,0.23600000000000002,0.115,0.2,0.48,-0.41,-0.22,-0.055
86,0.239,0.135,0.18,0.21,-0.365,-0.225,-0.015
87,0.242,0.13,0.17,-0.01,-0.295,-0.22,0.02
88,0.244,0.125,0.155,-0.145,-0.23,-0.21,0.055
89,0.247,0.105,0.165,-0.185,-0.2,-0.2,0.085
90,0.25,0.095,0.165,-0.24,-0.2,-0.18,0.095
91,0.253,0.105,0.16,-0.285,-0.215,-0.19,0.095
92,0.256,0.095,0.155,-0.285,-0.205,-0.205,0.095
93,0.258,0.1,0.155,-0.285,-0.195,-0.205,0.11
94,0.261,0.105,0.175,-0.29,-0.18,-0.21,0.145
95,0.264,0.105,0.165,-0.3,-0.19,-0.205,0.155
96,0.267,0.085,0.165,-0.335,-0.2,-0.2,0.175
97,0.26899999999999996,0.07,0.135,-0.36,-0.2,-0.2,0.185
98,0.272,0.045,0.1,-0.36,-0.185,-0.19,0.215
99,0.275,0.01,0.105,-0.385,-0.18,-0.175,0.245
100,0.278,-0.02,0.125,-0.395,-0.195,-0.165,0.275
101,0.281,-0.05,0.125,-0.415,-0.21,-0.13,0.295
102,0.28300000000000003,-0.07,0.135,-0.43,-0.23,-0.145,0.31
103,0.28600000000000003,-0.09,0.135,-0.435,-0.225,-0.125,0.315
104,0.289,-0.095,0.135,-0.405,-0.2,-0.13,0.32
105,0.292,-0.08,0.12,-0.41,-0.205,-0.115,0.335
106,0.294,-0.08,0.135,-0.405,-0.21,-0.095,0.35
107,0.297,-0.075,0.145,-0.415,-0.225,-0.085,0.345
108,0.3,-0.085,0.145,-0.44,-0.225,-0.08,0.34
109,0.303,-0.09,0.135,-0.43,-0.21,-0.08,0.335
110,0.306,-0.095,0.115,-0.415,-0.19,-0.085,0.33
111,0.308,-0.11,0.115,-0.42,-0.19,-0.075,0.345
112,0.311,-0.12,0.115,-0.415,-0.225,-0.065,0.365
113,0.314,-0.125,0.13,-0.42,-0.23,-0.05,0.36
114,0.317,-0.135,0.135,-0.43,-0.245,-0.045,0.365
115,0.319,-0.135,0.12,-0.44,-0.235,-0.05,0.35
116,0.322,-0.14,0.12,-0.425,-0.225,-0.05,0.35
117,0.325,-0.125,0.11,-0.415,-0.225,-0.045,0.36
118,0.32799999999999996,-0.125,0.13,-0.425,-0.24,-0.035,0.37
119,0.331,-0.115,0.135,-0.43,-0.25,-0.015,0.385
120,0.33299999999999996,-0.13,0.14,-0.425,-0.25,-0.02,0.38
121,0.336,-0.12,0.105,-0.415,-0.23,-0.035,0.375
122,0.33899999999999997,-0.125,0.09,-0.42,-0.22,-0.025,0.365
123,0.342,-0.14,0.085,-0.415,-0.23,-0.03,0.37
124,0.344,-0.155,0.095,-0.42,-0.235,-0.01,0.39
125,0.34700000000000003,-0.135,0.11,-0.42,-0.24,-0.01,0.39
126,0.35,-0.07,0.1,-0.435,-0.225,0.005,0.395
127,0.353,0.025,0.085,-0.415,-0.21,-0.005,0.395
128,0.35600000000000004,0.19,0.08,-0.415,-0.2,-0.005,0.385
129,0.358,0.395,0.075,-0.4,-0.185,-0.005,0.4
130,0.361,0.635,0.085,-0.395,-0.19,0.01,0.415
131,0.364,0.9,0.12,-0.41,-0.21,0.02,0.415
132,0.36700000000000005,1.18,0.185,-0.425,-0.195,0.025,0.42
133,0.369,1.415,0.26,-0.415,-0.18,0.02,0.41
134,0.37200000000000005,1.595,0.39,-0.405,-0.175,0.015,0.41
135,0.375,1.66,0.525,-0.395,-0.18,0.02,0.43
136,0.37799999999999995,1.575,0.645,-0.4,-0.195,0.035,0.435
137,0.381,1.37,0.73,-0.41,-0.2,0.05,0.44
138,0.38299999999999995,1.065,0.735,-0.42,-0.185,0.04,0.44
139,0.386,0.72,0.645,-0.41,-0.195,0.045,0.44
140,0.389,0.38,0.495,-0.395,-0.195,0.04,0.43
141,0.392,0.11,0.335,-0.38,-0.21,0.035,0.445
142,0.39399999999999996,-0.09,0.165,-0.39,-0.215,0.055,0.465
143,0.397,-0.185,0.055,-0.4,-0.22,0.065,0.47
144,0.4,-0.23,-0.02,-0.415,-0.21,0.06,0.465
145,0.40299999999999997,-0.205,-0.02,-0.42,-0.205,0.055,0.465
146,0.406,-0.165,0.02,-0.385,-0.21,0.055,0.465
147,0.408,-0.12,0.075,-0.375,-0.22,0.065,0.47
148,0.41100000000000003,-0.11,0.125,-0.38,-0.205,0.08,0.49
149,0.414,-0.125,0.13,-0.375,-0.215,0.07,0.495
150,0.41700000000000004,-0.14,0.13,-0.365,-0.21,0.09,0.5
151,0.419,-0.155,0.11,-0.35,-0.21,0.08,0.485
152,0.42200000000000004,-0.17,0.11,-0.35,-0.215,0.07,0.49
153,0.425,-0.185,0.12,-0.35,-0.22,0.075,0.505
154,0.428,-0.19,0.125,-0.34,-0.235,0.085,0.52
155,0.431,-0.18,0.125,-0.35,-0.245,0.1,0.52
156,0.433,-0.175,0.115,-0.35,-0.25,0.095,0.52
157,0.436,-0.155,0.1,-0.325,-0.255,0.09,0.52
158,0.439,-0.18,0.105,-0.32,-0.24,0.08,0.515
159,0.442,-0.18,0.105,-0.31,-0.25,0.08,0.53
160,0.444,-0.18,0.1,-0.31,-0.245,0.095,0.535
161,0.447,-0.19,0.085,-0.31,-0.24,0.095,0.55
162,0.45,-0.205,0.07,-0.305,-0.24,0.09,0.545
163,0.45299999999999996,-0.22,0.08,-0.285,-0.25,0.09,0.535
164,0.456,-0.215,0.105,-0.27,-0.24,0.09,0.535
165,0.45799999999999996,-0.19,0.115,-0.265,-0.245,0.09,0.54
166,0.461,-0.17,0.115,-0.265,-0.23,0.075,0.545
167,0.46399999999999997,-0.155,0.095,-0.255,-0.235,0.085,0.56
168,0.467,-0.15,0.09,-0.24,-0.23,0.105,0.535
169,0.469,-0.15,0.105,-0.22,-0.225,0.08,0.54
170,0.47200000000000003,-0.17,0.095,-0.21,-0.21,0.065,0.52
171,0.475,-0.175,0.075,-0.205,-0.205,0.065,0.525
172,0.478,-0.165,0.07,-0.19,-0.205,0.07,0.525
173,0.48100000000000004,-0.175,0.08,-0.175,-0.2,0.075,0.535
174,0.483,-0.19,0.085,-0.175,-0.205,0.065,0.52
175,0.486,-0.19,0.1,-0.165,-0.21,0.055,0.51
176,0.489,-0.185,0.09,-0.155,-0.2,0.035,0.5
177,0.49200000000000005,-0.155,0.08,-0.145,-0.2,0.035,0.505
178,0.494,-0.14,0.09,-0.13,-0.2,0.035,0.515
179,0.49700000000000005,-0.13,0.08,-0.125,-0.215,0.035,0.495
180,0.5,-0.13,0.09,-0.135,-0.225,0.025,0.485
181,0.503,-0.135,0.085,-0.125,-0.225,0.01,0.465
182,0.506,-0.135,0.06,-0.11,-0.215,0.0,0.455
183,0.508,-0.14,0.04,-0.09,-0.215,-0.02,0.465
184,0.511,-0.14,0.03,-0.105,-0.225,-0.01,0.465
185,0.514,-0.15,0.03,-0.12,-0.24,-0.015,0.47
186,0.517,-0.155,0.045,-0.12,-0.26,-0.02,0.45
187,0.519,-0.145,0.04,-0.12,-0.255,-0.05,0.44
188,0.522,-0.15,0.04,-0.11,-0.235,-0.06,0.43
189,0.525,-0.145,0.03,-0.11,-0.23,-0.06,0.425
190,0.528,-0.12,0.03,-0.13,-0.23,-0.065,0.425
191,0.531,-0.105,0.045,-0.16,-0.245,-0.065,0.42
192,0.5329999999999999,-0.095,0.04,-0.165,-0.255,-0.08,0.4
193,0.536,-0.085,0.025,-0.17,-0.24,-0.095,0.38
194,0.539,-0.08,0.02,-0.17,-0.225,-0.1,0.37
195,0.542,-0.08,0.0,-0.18,-0.215,-0.095,0.375
196,0.544,-0.08,0.0,-0.205,-0.235,-0.1,0.38
197,0.547,-0.085,0.0,-0.225,-0.26,-0.09,0.375
198,0.55,-0.08,0.0,-0.235,-0.265,-0.1,0.365
199,0.5529999999999999,-0.095,0.0,-0.245,-0.25,-0.11,0.345
200,0.556,-0.075,-0.01,-0.25,-0.24,-0.135,0.34
201,0.5579999999999999,-0.07,-0.025,-0.255,-0.235,-0.135,0.33
202,0.561,-0.065,-0.005,-0.265,-0.235,-0.125,0.335
203,0.564,-0.045,0.0,-0.275,-0.25,-0.12,0.33
204,0.5670000000000001,-0.025,-0.01,-0.285,-0.26,-0.115,0.33
205,0.569,-0.025,-0.01,-0.295,-0.245,-0.135,0.31
206,0.5720000000000001,-0.02,-0.025,-0.29,-0.215,-0.15,0.3
207,0.575,-0.02,-0.035,-0.305,-0.215,-0.145,0.295
208,0.578,-0.03,-0.03,-0.315,-0.225,-0.145,0.3
209,0.581,-0.035,-0.04,-0.33,-0.25,-0.135,0.305
210,0.583,-0.03,-0.035,-0.34,-0.225,-0.135,0.295
211,0.586,-0.035,-0.045,-0.325,-0.22,-0.145,0.29
212,0.589,-0.035,-0.045,-0.325,-0.19,-0.155,0.28
213,0.5920000000000001,-0.035,-0.04,-0.315,-0.185,-0.15,0.285
214,0.594,-0.035,-0.02,-0.31,-0.185,-0.14,0.295
215,0.597,-0.03,-0.01,-0.335,-0.2,-0.14,0.29
216,0.6,-0.025,-0.025,-0.355,-0.205,-0.145,0.28
217,0.603,-0.01,-0.03,-0.355,-0.19,-0.15,0.28
218,0.606,-0.01,-0.03,-0.365,-0.175,-0.15,0.27
219,0.608,-0.02,-0.02,-0.345,-0.175,-0.17,0.29
220,0.611,-0.035,-0.01,-0.345,-0.19,-0.155,0.275
221,0.614,-0.03,0.0,-0.33,-0.205,-0.145,0.285
222,0.617,-0.025,-0.005,-0.35,-0.205,-0.135,0.265
223,0.619,-0.01,0.0,-0.355,-0.185,-0.15,0.275
224,0.622,0.0,0.005,-0.34,-0.18,-0.16,0.265
225,0.625,0.02,0.04,-0.345,-0.195,-0.155,0.275
226,0.628,0.04,0.07,-0.345,-0.21,-0.16,0.29
227,0.631,0.065,0.085,-0.35,-0.225,-0.135,0.275
228,0.633,0.065,0.095,-0.35,-0.225,-0.145,0.265
229,0.636,0.06,0.095,-0.35,-0.2,-0.15,0.26
230,0.639,0.055,0.11,-0.345,-0.19,-0.165,0.26
231,0.642,0.075,0.12,-0.33,-0.205,-0.155,0.26
232,0.644,0.07,0.135,-0.34,-0.215,-0.14,0.275
233,0.647,0.06,0.13,-0.35,-0.22,-0.135,0.27
234,0.65,0.055,0.125,-0.36,-0.21,-0.155,0.255
235,0.653,0.045,0.11,-0.35,-0.19,-0.15,0.26
236,0.6559999999999999,0.035,0.115,-0.34,-0.19,-0.165,0.255
237,0.6579999999999999,0.045,0.135,-0.33,-0.215,-0.165,0.25
238,0.6609999999999999,0.04,0.155,-0.32,-0.235,-0.16,0.265
239,0.664,0.045,0.15,-0.325,-0.235,-0.15,0.27
240,0.667,0.04,0.145,-0.32,-0.235,-0.15,0.265
241,0.669,0.045,0.125,-0.325,-0.205,-0.15,0.245
242,0.672,0.045,0.135,-0.32,-0.205,-0.15,0.25
243,0.675,0.03,0.15,-0.315,-0.225,-0.175,0.255
244,0.6779999999999999,0.02,0.155,-0.325,-0.23,-0.165,0.265
245,0.6809999999999999,0.03,0.16,-0.345,-0.24,-0.155,0.265
246,0.6829999999999999,0.02,0.16,-0.35,-0.235,-0.16,0.265
247,0.6859999999999999,0.025,0.14,-0.33,-0.215,-0.17,0.265
248,0.6890000000000001,0.03,0.155,-0.32,-0.2,-0.175,0.255
249,0.6920000000000001,0.03,0.155,-0.305,-0.22,-0.185,0.255
250,0.6940000000000001,0.035,0.175,-0.305,-0.21,-0.16,0.275
251,0.6970000000000001,0.035,0.18,-0.3,-0.22,-0.16,0.265
252,0.7,0.03,0.16,-0.32,-0.21,-0.165,0.26
253,0.703,0.03,0.145,-0.325,-0.195,-0.18,0.25
254,0.706,0.035,0.135,-0.325,-0.185,-0.19,0.25
255,0.708,0.035,0.14,-0.305,-0.185,-0.195,0.255
256,0.711,0.03,0.15,-0.29,-0.185,-0.18,0.265
257,0.7140000000000001,0.03,0.14,-0.305,-0.2,-0.18,0.26
258,0.7170000000000001,0.03,0.14,-0.32,-0.19,-0.185,0.25
259,0.7190000000000001,0.025,0.13,-0.325,-0.175,-0.195,0.245
260,0.722,0.03,0.135,-0.325,-0.17,-0.21,0.23
261,0.725,0.03,0.165,-0.31,-0.185,-0.205,0.245
262,0.728,0.035,0.165,-0.31,-0.18,-0.2,0.26
263,0.731,0.04,0.175,-0.31,-0.185,-0.2,0.245
264,0.733,0.04,0.165,-0.325,-0.19,-0.205,0.24
265,0.736,0.045,0.16,-0.31,-0.175,-0.22,0.225
266,0.7390000000000001,0.045,0.13,-0.31,-0.175,-0.24,0.23
267,0.742,0.03,0.125,-0.315,-0.185,-0.23,0.235
268,0.7440000000000001,0.03,0.14,-0.31,-0.195,-0.22,0.24
269,0.747,0.015,0.13,-0.32,-0.21,-0.215,0.24
270,0.75,0.045,0.13,-0.33,-0.2,-0.225,0.24
271,0.753,0.045,0.135,-0.32,-0.2,-0.225,0.23
272,0.7559999999999999,0.055,0.135,-0.315,-0.195,-0.245,0.22
273,0.758,0.045,0.145,-0.315,-0.215,-0.235,0.23
274,0.7609999999999999,0.055,0.17,-0.315,-0.215,-0.23,0.23
275,0.764,0.06,0.175,-0.34,-0.21,-0.215,0.225
276,0.767,0.055,0.165,-0.34,-0.21,-0.215,0.235
277,0.769,0.055,0.15,-0.325,-0.2,-0.235,0.205
278,0.772,0.06,0.13,-0.31,-0.2,-0.245,0.21
279,0.775,0.045,0.11,-0.305,-0.2,-0.235,0.22
280,0.778,0.05,0.135,-0.32,-0.205,-0.23,0.225
281,0.7809999999999999,0.035,0.14,-0.32,-0.22,-0.225,0.225
282,0.7829999999999999,0.04,0.14,-0.33,-0.225,-0.235,0.23
283,0.7859999999999999,0.05,0.13,-0.33,-0.24,-0.25,0.21
284,0.789,0.055,0.12,-0.335,-0.24,-0.26,0.205
285,0.792,0.06,0.135,-0.32,-0.235,-0.25,0.215
286,0.794,0.07,0.15,-0.32,-0.24,-0.245,0.215
287,0.797,0.08,0.175,-0.33,-0.245,-0.23,0.235
288,0.8,0.07,0.18,-0.34,-0.245,-0.245,0.21
289,0.8029999999999999,0.07,0.165,-0.345,-0.235,-0.25,0.205
290,0.8059999999999999,0.045,0.135,-0.335,-0.225,-0.25,0.195
291,0.8079999999999999,0.045,0.125,-0.32,-0.235,-0.255,0.215
292,0.8109999999999999,0.035,0.135,-0.33,-0.235,-0.25,0.22
293,0.8140000000000001,0.035,0.13,-0.325,-0.225,-0.245,0.22
294,0.8170000000000001,0.035,0.145,-0.32,-0.22,-0.26,0.2
295,0.8190000000000001,0.045,0.13,-0.325,-0.21,-0.25,0.2
296,0.8220000000000001,0.05,0.13,-0.325,-0.205,-0.28,0.205
297,0.825,0.045,0.13,-0.315,-0.21,-0.26,0.21
298,0.828,0.055,0.15,-0.315,-0.185,-0.255,0.215
299,0.831,0.06,0.165,-0.32,-0.195,-0.255,0.22
300,0.833,0.065,0.165,-0.335,-0.195,-0.255,0.22
301,0.836,0.055,0.155,-0.335,-0.19,-0.25,0.215
302,0.8390000000000001,0.07,0.135,-0.325,-0.18,-0.27,0.195
